0.000000, 0.000000, 0.000000
0.100000, 0.980665, 0.049033
0.200000, 1.961330, 0.196133
0.300000, 2.941995, 0.441299
0.400000, 3.922660, 0.784532
0.500000, 4.903325, 1.225831
0.600000, 5.883990, 1.765197
0.700000, 6.864655, 2.402629
0.800000, 7.845320, 3.138128
0.900000, 8.825985, 3.971693
1.000000, 9.806650, 4.903325
1.100000, 10.787315, 5.933023
1.200000, 11.767980, 7.060788
1.300000, 12.748645, 8.286619
1.400000, 13.729310, 9.610517
1.500000, 14.709975, 11.032481
1.600000, 15.690640, 12.552512
1.700000, 16.671305, 14.170609
1.800000, 17.651970, 15.886773
1.900000, 18.632635, 17.701003
2.000000, 19.613300, 19.613300
2.100000, 20.593965, 21.623663
2.200000, 21.574630, 23.732093
2.300000, 22.555295, 25.938589
2.400000, 23.535960, 28.243152
2.500000, 24.516625, 30.645781
2.600000, 25.497290, 33.146477
2.700000, 26.477955, 35.745239
2.800000, 27.458620, 38.442068
2.900000, 28.439285, 41.236963
3.000000, 29.419950, 44.129925
3.100000, 30.400615, 47.120953
3.200000, 31.381280, 50.210048
3.300000, 32.361945, 53.397209
3.400000, 33.342610, 56.682437
3.500000, 34.323275, 60.065731
3.600000, 35.303940, 63.547092
3.700000, 36.284605, 67.126519
3.800000, 37.265270, 70.804013
3.900000, 38.245935, 74.579573
4.000000, 39.226600, 78.453200
4.100000, 40.207265, 82.424893
4.200000, 41.187930, 86.494653
4.300000, 42.168595, 90.662479
4.400000, 43.149260, 94.928372
4.500000, 44.129925, 99.292331
4.600000, 45.110590, 103.754357
4.700000, 46.091255, 108.314449
4.800000, 47.071920, 112.972608
4.900000, 48.052585, 117.728833
5.000000, 49.033250, 122.583125
5.100000, 50.013915, 127.535483
5.200000, 50.994580, 132.585908
5.300000, 51.975245, 137.734399
5.400000, 52.955910, 142.980957
5.500000, 53.936575, 148.325581
5.600000, 54.917240, 153.768272
5.700000, 55.897905, 159.309029
5.800000, 56.878570, 164.947853
5.900000, 57.859235, 170.684743
6.000000, 58.839900, 176.519700
6.100000, 59.820565, 182.452723
6.200000, 60.801230, 188.483813
6.300000, 61.781895, 194.612969
6.400000, 62.762560, 200.840192
6.500000, 63.743225, 207.165481
6.600000, 64.723890, 213.588837
6.700000, 65.704555, 220.110259
6.800000, 66.685220, 226.729748
6.900000, 67.665885, 233.447303
7.000000, 68.646550, 240.262925
7.100000, 69.627215, 247.176613
7.200000, 70.607880, 254.188368
7.300000, 71.588545, 261.298189
7.400000, 72.569210, 268.506077
7.500000, 73.549875, 275.812031
7.600000, 74.530540, 283.216052
7.700000, 75.511205, 290.718139
7.800000, 76.491870, 298.318293
7.900000, 77.472535, 306.016513
8.000000, 78.453200, 313.812800
8.100000, 79.433865, 321.707153
8.200000, 80.414530, 329.699573
8.300000, 81.395195, 337.790059
8.400000, 82.375860, 345.978612
8.500000, 83.356525, 354.265231
8.600000, 84.337190, 362.649917
8.700000, 85.317855, 371.132669
8.800000, 86.298520, 379.713488
8.900000, 87.279185, 388.392373
9.000000, 88.259850, 397.169325
9.100000, 89.240515, 406.044343
9.200000, 90.221180, 415.017428
9.300000, 91.201845, 424.088579
9.400000, 92.182510, 433.257797
9.500000, 93.163175, 442.525081
9.600000, 94.143840, 451.890432
9.700000, 95.124505, 461.353849
9.800000, 96.105170, 470.915333
9.900000, 97.085835, 480.574883
10.000000, 98.066500, 490.332500
